product_name,category,material_score,carbon_footprint,packaging
Lipstick - Model 450,beauty,6,0.5864644518259229,5
Lipstick - Model 494,beauty,10,8.535487350907344,5
Lipstick - Model 334,beauty,6,7.376709168348834,3
Lipstick - Model 14,beauty,7,5.88836000295553,5
Lipstick - Model 420,beauty,8,3.6880436367772402,2
Lipstick - Model 359,beauty,9,7.934559936431405,3
Lipstick - Model 32,beauty,7,1.9881314339564549,3
Lipstick - Model 345,beauty,6,8.462581870745739,4
Lipstick - Model 16,beauty,1,5.567871814935979,1
Lipstick - Model 148,beauty,8,4.529713043019899,2
Sunscreen - Model 196,beauty,8,2.0719467527021713,5
Sunscreen - Model 435,beauty,8,4.074371650402611,3
Sunscreen - Model 205,beauty,10,1.3648277648590394,4
Sunscreen - Model 261,beauty,3,8.827252225751018,4
Sunscreen - Model 284,beauty,9,9.649847966458228,5
Sunscreen - Model 400,beauty,4,2.194105675101513,5
Sunscreen - Model 486,beauty,4,3.2389726659947637,5
Sunscreen - Model 57,beauty,2,9.844574978496924,5
Sunscreen - Model 441,beauty,2,1.3732148352563822,3
Sunscreen - Model 163,beauty,1,1.0421313798581686,2
Sunscreen - Model 65,beauty,9,7.401238180729196,2
Sunscreen - Model 118,beauty,4,3.5707384659768993,2
Sunscreen - Model 357,beauty,9,5.4949875587142705,3
Sunscreen - Model 356,beauty,9,1.6711353883252194,1
Sunscreen - Model 165,beauty,5,2.537047145472655,3
Sunscreen - Model 208,beauty,5,0.5092963297616291,3
Sunscreen - Model 59,beauty,10,1.4846341497243116,4
Sunscreen - Model 218,beauty,6,0.597758271932169,5
Sunscreen - Model 485,beauty,9,3.431981557394771,1
Sunscreen - Model 394,beauty,1,2.809818631993517,4
Sunscreen - Model 95,beauty,1,4.463875453863843,1
Sunscreen - Model 106,beauty,7,7.573190155567311,1
Sunscreen - Model 378,beauty,8,0.5990749268510063,1
Sunscreen - Model 420,beauty,8,3.8530888258177987,2
Sunscreen - Model 125,beauty,10,5.042062586314752,1
Sunscreen - Model 365,beauty,7,2.175103111361117,4
Sunscreen - Model 468,beauty,9,1.062051038205704,4
Sunscreen - Model 239,beauty,4,5.063838389792675,5
Sunscreen - Model 190,beauty,6,9.805655347896426,3
Sunscreen - Model 61,beauty,2,4.204695835614745,2
Sunscreen - Model 215,beauty,10,5.609936808760683,1
Sunscreen - Model 319,beauty,10,8.707819312660158,3
Sunscreen - Model 326,beauty,5,3.832611105731293,4
Sunscreen - Model 199,beauty,1,6.742967915897567,2
Sunscreen - Model 399,beauty,4,9.389331927280281,2
Sunscreen - Model 296,beauty,4,4.787265513656565,5
Sunscreen - Model 298,beauty,5,8.668726137305471,5
Sunscreen - Model 81,beauty,2,1.4697603577251521,3
Sunscreen - Model 472,beauty,3,4.480161888726963,5
Sunscreen - Model 364,beauty,7,8.993436763213829,4
Sunscreen - Model 49,beauty,7,9.491022385058063,1
Sunscreen - Model 218,beauty,4,4.293705741127198,4
Sunscreen - Model 90,beauty,10,6.997265515296284,5
Sunscreen - Model 190,beauty,9,3.013253954415408,1
Sunscreen - Model 29,beauty,10,8.425714449491716,2
Sunscreen - Model 213,beauty,9,7.900346086044055,3
Sunscreen - Model 25,beauty,8,1.421284170587731,5
Sunscreen - Model 87,beauty,4,4.261502441175357,4
Sunscreen - Model 497,beauty,9,4.121367890732821,3
Sunscreen - Model 408,beauty,10,6.062935844860159,2
Sunscreen - Model 119,beauty,7,6.8098811183970795,3
Sunscreen - Model 433,beauty,8,0.8416645277894379,4
Sunscreen - Model 116,beauty,5,5.411386937410015,1
Sunscreen - Model 188,beauty,2,5.813265415311315,4
Sunscreen - Model 80,beauty,5,6.332729139077887,5
Sunscreen - Model 383,beauty,10,4.326220949444546,1
Sunscreen - Model 14,beauty,5,7.1668025175293435,1
Sunscreen - Model 406,beauty,1,5.52386214639794,4
Sunscreen - Model 116,beauty,8,8.086284355870617,1
Sunscreen - Model 173,beauty,7,3.179559608517695,2
Sunscreen - Model 165,beauty,8,4.459036932920481,5
Sunscreen - Model 356,beauty,1,6.377967732380578,2
Sunscreen - Model 170,beauty,1,0.6226280796298749,2
Sunscreen - Model 469,beauty,7,1.190344635437744,5
Sunscreen - Model 93,beauty,8,4.371295333124179,3
Sunscreen - Model 320,beauty,4,5.246609718968074,2
Sunscreen - Model 275,beauty,4,7.28131083339515,5
Sunscreen - Model 427,beauty,4,6.765272714110601,5
Sunscreen - Model 491,beauty,9,5.291069702092092,3
Sunscreen - Model 276,beauty,5,3.2360359956988005,5
Sunscreen - Model 382,beauty,9,5.532806953334268,4
Sunscreen - Model 47,beauty,6,4.813181536916192,4
Sunscreen - Model 79,beauty,2,7.688465373302791,1
Sunscreen - Model 203,beauty,9,3.45609033744258,5
Sunscreen - Model 141,beauty,7,2.448041591643299,2
Sunscreen - Model 241,beauty,2,7.2564118211070765,4
Sunscreen - Model 26,beauty,9,6.658081542067281,5
Sunscreen - Model 420,beauty,3,5.275565259043634,1
Sunscreen - Model 229,beauty,6,5.635159099559105,5
Sunscreen - Model 262,beauty,6,8.889238350558923,5
Sunscreen - Model 221,beauty,2,3.9610897407762504,4
Sunscreen - Model 241,beauty,3,6.46654518802344,4
Sunscreen - Model 128,beauty,9,2.6785795561006718,3
Sunscreen - Model 425,beauty,10,3.430176584502273,2
Sunscreen - Model 23,beauty,8,6.456471629806604,5
Sunscreen - Model 137,beauty,10,4.283607234653164,4
Sunscreen - Model 281,beauty,6,1.4673204137296822,1
Sunscreen - Model 333,beauty,4,3.9057971408307712,3
Sunscreen - Model 259,beauty,4,9.190515361207618,3
Sunscreen - Model 346,beauty,6,6.14258990057824,4
Sunscreen - Model 1,beauty,7,1.2724474028868564,2
Sunscreen - Model 130,beauty,3,8.701296213733988,3
Sunscreen - Model 490,beauty,7,6.3236245557733355,2
Sunscreen - Model 398,beauty,4,7.602886481318604,2
Sunscreen - Model 81,beauty,4,6.8670911794336025,4
Sunscreen - Model 53,beauty,2,3.746996244875553,4
Sunscreen - Model 364,beauty,8,1.7423259423788635,5
Sunscreen - Model 197,beauty,9,4.376232658890148,5
Sunscreen - Model 313,beauty,1,2.971247572732587,1
Sunscreen - Model 250,beauty,9,5.839861144199574,1
Moisturizer - Model 395,beauty,4,5.028672450109384,5
Moisturizer - Model 445,beauty,6,7.591440891743505,4
Moisturizer - Model 363,beauty,6,9.862947831014123,5
Moisturizer - Model 216,beauty,8,0.5496792172289623,2
Moisturizer - Model 471,beauty,10,2.363526022670552,5
Moisturizer - Model 254,beauty,3,7.470160740643787,3
Moisturizer - Model 239,beauty,6,9.994905857971858,1
Moisturizer - Model 394,beauty,2,7.951593175993645,3
Moisturizer - Model 188,beauty,2,4.562833346795999,4
Moisturizer - Model 199,beauty,7,6.294477075684994,4
Moisturizer - Model 131,beauty,3,8.762321028165177,5
Moisturizer - Model 230,beauty,5,6.065117895539606,1
Moisturizer - Model 306,beauty,3,0.7547008590571405,5
Moisturizer - Model 442,beauty,8,7.082401623918796,1
Moisturizer - Model 270,beauty,7,1.4992034513200785,4
Moisturizer - Model 248,beauty,7,5.715972105432546,2
Moisturizer - Model 433,beauty,9,2.582983227001121,5
Moisturizer - Model 70,beauty,1,9.686339858819572,4
Moisturizer - Model 456,beauty,3,5.513576027518567,1
Moisturizer - Model 118,beauty,7,2.5725038593711607,1
Moisturizer - Model 219,beauty,9,1.4102705345024154,2
Moisturizer - Model 472,beauty,7,3.202318595121952,4
Moisturizer - Model 18,beauty,4,2.144045671515795,1
Moisturizer - Model 303,beauty,1,5.639022982045593,1
Moisturizer - Model 51,beauty,7,4.913355319802402,2
Moisturizer - Model 85,beauty,10,1.7521575239815483,3
Moisturizer - Model 361,beauty,3,3.3834780789224213,1
Moisturizer - Model 485,beauty,9,9.573765877300962,2
Moisturizer - Model 493,beauty,6,6.515369616360586,4
Moisturizer - Model 275,beauty,6,9.046581823094842,5
Moisturizer - Model 74,beauty,6,2.077081563636233,5
Moisturizer - Model 420,beauty,2,7.427957670982963,4
Moisturizer - Model 290,beauty,9,6.795775543555671,3
Moisturizer - Model 359,beauty,7,3.221988649529235,5
Moisturizer - Model 35,beauty,4,1.8813512201593185,1
Moisturizer - Model 46,beauty,7,9.286204548528843,5
Moisturizer - Model 416,beauty,4,7.712846787847609,3
Moisturizer - Model 67,beauty,2,3.9035441151829846,4
Moisturizer - Model 258,beauty,6,4.967781973633189,3
Moisturizer - Model 87,beauty,1,4.402551743732557,4
Moisturizer - Model 306,beauty,5,8.378442697644658,5
Moisturizer - Model 126,beauty,2,9.191220719679508,4
Moisturizer - Model 341,beauty,5,2.424636042653704,4
Moisturizer - Model 58,beauty,5,8.67627432319033,2
Moisturizer - Model 489,beauty,6,6.712163649158528,1
Moisturizer - Model 381,beauty,4,0.6926768547588531,5
Moisturizer - Model 173,beauty,3,6.140523085814943,4
Moisturizer - Model 168,beauty,4,7.837577079512105,2
Moisturizer - Model 284,beauty,3,8.10722082918921,2
Moisturizer - Model 38,beauty,8,5.592016828123012,4
Moisturizer - Model 443,beauty,1,6.652008912821361,1
Moisturizer - Model 266,beauty,5,0.7888517899177672,5
Moisturizer - Model 197,beauty,9,0.9466955500594703,1
Moisturizer - Model 25,beauty,3,9.217435657347455,4
Moisturizer - Model 427,beauty,3,4.03054022797882,4
Moisturizer - Model 89,beauty,3,5.624441789332164,5
Moisturizer - Model 271,beauty,9,9.700817532090667,2
Moisturizer - Model 1,beauty,8,4.91602308033906,2
Moisturizer - Model 10,beauty,4,5.866959084461157,2
Moisturizer - Model 127,beauty,3,2.1731435836551505,2
Moisturizer - Model 285,beauty,2,7.5569058355905305,2
Moisturizer - Model 303,beauty,7,4.085282642658841,2
Moisturizer - Model 254,beauty,10,9.810269301534902,2
Moisturizer - Model 465,beauty,4,1.4316228615135267,4
Moisturizer - Model 365,beauty,10,1.7346314744908253,4
Moisturizer - Model 192,beauty,1,2.157773318339041,1
Moisturizer - Model 496,beauty,5,7.374202189377994,2
Moisturizer - Model 238,beauty,1,5.298652879314607,5
Moisturizer - Model 157,beauty,10,4.54251516601674,1
Moisturizer - Model 86,beauty,3,9.983174903688205,5
Moisturizer - Model 271,beauty,5,7.69449358545124,5
Moisturizer - Model 342,beauty,3,2.6451033039146536,5
Moisturizer - Model 217,beauty,6,4.412893886136205,2
Moisturizer - Model 97,beauty,8,3.800682491434068,1
Moisturizer - Model 223,beauty,1,1.9419869205452933,2
Moisturizer - Model 390,beauty,10,8.472915587135537,1
Moisturizer - Model 494,beauty,8,8.192862764483822,4
Moisturizer - Model 357,beauty,5,7.039873541936532,3
Moisturizer - Model 474,beauty,2,0.7615267824778382,2
Moisturizer - Model 490,beauty,9,4.061342265726375,1
Moisturizer - Model 308,beauty,10,6.390480501209723,5
Moisturizer - Model 118,beauty,10,1.8452841547069463,1
Moisturizer - Model 276,beauty,9,2.3300815328408078,1
Moisturizer - Model 323,beauty,7,5.336490880135767,1
Moisturizer - Model 379,beauty,7,4.6420165732007685,2
Moisturizer - Model 470,beauty,2,0.8871666457010338,5
Moisturizer - Model 306,beauty,3,8.75770859810412,5
Moisturizer - Model 347,beauty,7,2.218388378217771,2
Moisturizer - Model 106,beauty,6,6.259571305153659,4
Moisturizer - Model 270,beauty,5,4.499289643197256,4
Moisturizer - Model 308,beauty,3,1.145094809645732,1
Moisturizer - Model 330,beauty,7,5.7423461329234105,2
Moisturizer - Model 348,beauty,1,8.540046846495327,4
Moisturizer - Model 499,beauty,7,5.183955279529778,4
Moisturizer - Model 466,beauty,8,1.1069300473803938,1
Moisturizer - Model 239,beauty,6,3.5639199829993102,2
Moisturizer - Model 444,beauty,6,1.713852162573578,4
Moisturizer - Model 47,beauty,6,8.456099584746394,2
Moisturizer - Model 472,beauty,2,5.346841077104577,1
Moisturizer - Model 433,beauty,6,8.532203118576733,5
Organic Apple - Model 379,food,2,5.896712741021314,2
Organic Apple - Model 408,food,3,7.625035528350655,5
Organic Apple - Model 293,food,7,1.3379200852328998,4
Organic Apple - Model 351,food,4,1.770909462240126,2
Organic Apple - Model 94,food,10,5.0357829685668944,3
Organic Apple - Model 460,food,10,3.487748536532456,3
Organic Apple - Model 275,food,8,8.487033493561043,2
Organic Apple - Model 482,food,6,0.7115676450772095,1
Organic Apple - Model 57,food,1,7.7893706504819225,5
Organic Apple - Model 479,food,6,2.6103222021508405,4
Organic Apple - Model 296,food,6,3.319176648896164,5
Organic Apple - Model 315,food,8,2.8229557318734693,2
Organic Apple - Model 499,food,9,7.942296965538384,4
Organic Apple - Model 422,food,6,9.061325921954344,2
Organic Apple - Model 221,food,10,3.989253792336592,5
Organic Apple - Model 458,food,10,2.984451891857206,2
Organic Apple - Model 298,food,4,5.782770016376663,3
Organic Apple - Model 368,food,7,4.472967626977199,4
Organic Apple - Model 454,food,10,9.579792430026785,3
Organic Apple - Model 41,food,10,7.248753330643395,4
Organic Apple - Model 78,food,8,9.29193729515246,1
Organic Apple - Model 314,food,10,4.666731996367279,2
Organic Apple - Model 356,food,5,8.859038277613303,2
Organic Apple - Model 221,food,3,7.000457138011767,1
Organic Apple - Model 484,food,4,0.8958791277797632,4
Organic Apple - Model 436,food,5,1.8802518675798687,5
Organic Apple - Model 10,food,1,1.7693707279422426,2
Organic Apple - Model 171,food,10,4.661367806719942,2
Organic Apple - Model 362,food,2,3.065889532647503,3
Organic Apple - Model 493,food,10,5.936830343052109,5
Organic Apple - Model 492,food,1,5.134051237114585,2
Organic Apple - Model 289,food,4,5.83749234616628,5
Organic Apple - Model 412,food,7,2.4232049420517505,3
Organic Apple - Model 478,food,6,1.521446323047638,4
Organic Apple - Model 314,food,6,7.5505872905926985,3
Organic Apple - Model 104,food,1,8.695303251015593,4
Organic Apple - Model 130,food,10,2.6685137467609454,4
Organic Apple - Model 493,food,9,6.36636833226086,5
Organic Apple - Model 158,food,5,6.367655789371129,2
Organic Apple - Model 497,food,6,8.806566201210675,5
Organic Apple - Model 397,food,7,2.9884851681730242,2
Organic Apple - Model 149,food,10,3.103241621075589,2
Organic Apple - Model 452,food,7,2.1107580377114314,4
Organic Apple - Model 145,food,9,7.290750309675234,4
Organic Apple - Model 174,food,8,7.343624464284606,3
Organic Apple - Model 44,food,6,9.442339644289957,4
Organic Apple - Model 114,food,3,2.7308013015066224,1
Organic Apple - Model 218,food,6,6.658599963857317,3
Organic Apple - Model 267,food,9,3.8846594409986963,3
Organic Apple - Model 274,food,2,5.8620875436516995,5
Organic Apple - Model 273,food,7,2.862242438320457,2
Organic Apple - Model 177,food,7,7.872786941758072,5
Organic Apple - Model 276,food,3,2.6233677552826102,3
Organic Apple - Model 264,food,8,4.826333275848905,3
Organic Apple - Model 186,food,8,5.741741681399178,4
Organic Apple - Model 295,food,3,3.305197030025885,4
Organic Apple - Model 465,food,9,9.847406198263554,4
Organic Apple - Model 383,food,2,0.6956798867495452,2
Organic Apple - Model 471,food,3,0.6703099246926014,1
Organic Apple - Model 384,food,3,6.407449261443421,5
Organic Apple - Model 30,food,6,8.210432208328855,5
Organic Apple - Model 472,food,8,7.652643105474687,3
Organic Apple - Model 169,food,9,3.433014920942204,2
Organic Apple - Model 352,food,2,8.905814093158199,3
Organic Apple - Model 76,food,5,9.856081993717128,5
Organic Apple - Model 159,food,2,8.745637768639975,2
Organic Apple - Model 439,food,8,3.4719222406359607,3
Organic Apple - Model 336,food,6,7.061540342973807,3
Organic Apple - Model 340,food,9,1.417842184602557,1
Organic Apple - Model 325,food,9,1.8934918200505493,5
Organic Apple - Model 472,food,1,2.4220198440007197,3
Organic Apple - Model 159,food,7,7.029524698173284,1
Organic Apple - Model 60,food,3,2.912379785167258,4
Organic Apple - Model 358,food,4,2.9970342866156123,2
Organic Apple - Model 179,food,7,5.328997490476427,5
Organic Apple - Model 1,food,6,1.5571355363549546,1
Organic Apple - Model 133,food,1,5.491062949944118,3
Organic Apple - Model 301,food,2,2.002264884967994,2
Organic Apple - Model 494,food,2,4.329834827553423,4
Organic Apple - Model 420,food,8,0.9438951371179101,4
Organic Apple - Model 73,food,8,6.632651745725851,2
Organic Apple - Model 114,food,2,1.6894668009342177,4
Organic Apple - Model 445,food,3,7.867495682473837,3
Organic Apple - Model 89,food,6,9.770467240585209,5
Organic Apple - Model 389,food,4,4.327672330904115,1
Organic Apple - Model 136,food,10,6.800159592424957,5
Organic Apple - Model 120,food,1,5.9839133862315705,1
Organic Apple - Model 185,food,2,7.725571781882729,4
Organic Apple - Model 173,food,8,6.7545396102149855,2
Organic Apple - Model 11,food,5,5.560398126283962,5
Organic Apple - Model 152,food,8,5.216149401487791,2
Organic Apple - Model 336,food,7,7.980944238590401,1
Organic Apple - Model 358,food,10,8.275302822820406,1
Organic Apple - Model 441,food,7,0.9457787923482381,3
Organic Apple - Model 85,food,4,1.900378699739154,2
Organic Apple - Model 131,food,4,7.103360829500874,5
Organic Apple - Model 82,food,8,5.115570137786041,5
Organic Apple - Model 195,food,7,6.859271070839933,5
Organic Apple - Model 427,food,3,3.2222713566930294,3
Organic Apple - Model 334,food,7,9.77175354415637,2
Brown Rice - Model 162,food,6,6.45960301082047,1
Brown Rice - Model 278,food,9,1.5579112530099293,5
Brown Rice - Model 347,food,9,9.148221067222142,5
Brown Rice - Model 67,food,3,7.057357267072947,2
Brown Rice - Model 203,food,7,3.7035499984582687,4
Brown Rice - Model 452,food,7,2.266440311367822,4
Brown Rice - Model 439,food,9,6.0124719408284095,2
Brown Rice - Model 222,food,10,8.238644359884926,1
Brown Rice - Model 37,food,2,4.995462375768929,2
Brown Rice - Model 70,food,5,1.9135494962171884,4
Brown Rice - Model 452,food,9,1.3305256856956542,4
Brown Rice - Model 225,food,7,1.0618499437427782,3
Brown Rice - Model 217,food,1,7.030380300437785,2
Brown Rice - Model 294,food,1,2.656854802811417,1
Brown Rice - Model 295,food,8,4.24191186394893,2
Brown Rice - Model 325,food,6,2.342646310064373,3
Brown Rice - Model 143,food,2,7.859100960993522,4
Brown Rice - Model 10,food,10,6.2981510922751385,2
Brown Rice - Model 238,food,9,9.271484437834976,1
Brown Rice - Model 44,food,5,8.40291413961529,1
Brown Rice - Model 138,food,2,9.818012043365213,1
Brown Rice - Model 296,food,4,7.329485246929776,1
Brown Rice - Model 280,food,9,4.594625348616698,4
Brown Rice - Model 41,food,6,2.5018978851987494,4
Brown Rice - Model 98,food,4,8.859956448963297,5
Brown Rice - Model 134,food,8,3.389473455282403,4
Brown Rice - Model 297,food,5,3.366414536283761,5
Brown Rice - Model 109,food,2,1.806027662534114,4
Brown Rice - Model 169,food,9,2.5496003493154227,4
Brown Rice - Model 460,food,5,9.40782020376635,3
Brown Rice - Model 205,food,6,9.639027334558781,4
Brown Rice - Model 449,food,3,6.011303028624525,1
Brown Rice - Model 103,food,2,0.7577632101951559,5
Brown Rice - Model 361,food,7,2.2250598617692283,5
Brown Rice - Model 225,food,10,9.128139388442548,3
Brown Rice - Model 99,food,10,2.750602858173426,5
Brown Rice - Model 469,food,6,3.523544438410716,2
Brown Rice - Model 32,food,4,4.028714385359354,2
Brown Rice - Model 450,food,3,2.000150369149141,4
Brown Rice - Model 339,food,3,5.8091303553688105,5
Brown Rice - Model 182,food,6,2.0751483957007353,1
Brown Rice - Model 268,food,4,9.736516873576253,5
Brown Rice - Model 425,food,1,2.9956456155374633,1
Brown Rice - Model 442,food,10,7.336241845959564,2
Brown Rice - Model 207,food,2,4.942223080895041,4
Brown Rice - Model 265,food,6,2.9666484389043424,1
Brown Rice - Model 198,food,4,6.555401691558025,2
Brown Rice - Model 135,food,6,2.7631484887802635,3
Brown Rice - Model 409,food,9,2.272547599898241,2
Brown Rice - Model 424,food,4,6.127781842686749,3
Brown Rice - Model 203,food,3,0.5194941118471774,4
Brown Rice - Model 203,food,9,9.971680304451048,2
Brown Rice - Model 444,food,5,0.7177619837906764,4
Brown Rice - Model 346,food,2,3.5629260960023723,2
Brown Rice - Model 209,food,5,8.08267286632086,1
Brown Rice - Model 307,food,4,2.881109915748264,1
Brown Rice - Model 374,food,2,8.028092047078793,2
Brown Rice - Model 139,food,5,3.5116151748156477,1
Brown Rice - Model 430,food,10,9.779619604381915,2
Brown Rice - Model 481,food,9,9.467233615979314,3
Brown Rice - Model 83,food,7,9.242924407439897,3
Brown Rice - Model 405,food,5,7.517510981486378,2
Brown Rice - Model 298,food,10,3.97061564510273,1
Brown Rice - Model 346,food,6,5.76460858353817,3
Brown Rice - Model 219,food,3,2.712235334074528,4
Brown Rice - Model 388,food,3,7.464043363378585,3
Brown Rice - Model 44,food,8,0.8947924868623014,5
Brown Rice - Model 4,food,1,8.81237549549109,5
Brown Rice - Model 344,food,6,8.497573664604094,3
Brown Rice - Model 155,food,5,7.083144030045836,3
Brown Rice - Model 235,food,1,9.305506172838713,1
Brown Rice - Model 311,food,3,8.49974559508956,3
Brown Rice - Model 213,food,5,5.8393232661636585,1
Brown Rice - Model 288,food,3,8.230246519286977,3
Brown Rice - Model 224,food,10,1.2497823143028743,5
Brown Rice - Model 151,food,3,6.470833553399096,2
Brown Rice - Model 153,food,5,6.249778679928063,4
Brown Rice - Model 407,food,3,4.963905729463291,3
Brown Rice - Model 355,food,4,8.680371676898298,4
Brown Rice - Model 144,food,6,3.055113492836831,4
Brown Rice - Model 53,food,3,9.6187135482289,2
Brown Rice - Model 142,food,9,2.3719115769092056,1
Brown Rice - Model 163,food,2,3.616412915502531,3
Brown Rice - Model 110,food,6,3.1418962737022373,4
Brown Rice - Model 114,food,5,9.943134280108838,1
Brown Rice - Model 322,food,6,7.505938781682156,3
Brown Rice - Model 125,food,5,0.5721467618370544,4
Brown Rice - Model 267,food,8,6.262926105611806,1
Brown Rice - Model 325,food,6,7.436704493451733,1
Brown Rice - Model 461,food,1,1.6875601468918495,4
Brown Rice - Model 251,food,3,8.224353470624635,2
Brown Rice - Model 472,food,7,5.542151244659464,3
Brown Rice - Model 337,food,2,0.6250777732147316,5
Brown Rice - Model 106,food,9,2.2089884683882843,2
Brown Rice - Model 382,food,8,1.1981795103389088,5
Brown Rice - Model 408,food,10,4.595535168795271,3
Brown Rice - Model 180,food,2,1.2416708715558904,4
Brown Rice - Model 168,food,6,9.41750916382927,4
Brown Rice - Model 185,food,4,3.420443946625141,1
Brown Rice - Model 385,food,9,6.991493028250346,3
Oat Milk - Model 284,food,1,3.5777568106665174,2
Oat Milk - Model 291,food,4,3.640261399659961,3
Oat Milk - Model 165,food,6,1.751641658041048,1
Oat Milk - Model 283,food,3,8.833713855881175,1
Oat Milk - Model 353,food,7,1.6100007327562105,1
Oat Milk - Model 137,food,5,4.772837901456272,1
Oat Milk - Model 124,food,6,9.803761044537168,3
Oat Milk - Model 412,food,5,2.265795873611923,5
Oat Milk - Model 367,food,7,9.798146258357482,3
Oat Milk - Model 211,food,8,3.0166007295042125,3
Oat Milk - Model 167,food,4,1.3234081058298153,2
Oat Milk - Model 476,food,9,6.860843908877736,2
Oat Milk - Model 83,food,10,6.738154365654823,2
Oat Milk - Model 58,food,5,7.931032296061785,5
Oat Milk - Model 347,food,2,5.207650314798341,2
Oat Milk - Model 497,food,2,5.489625180038382,5
Oat Milk - Model 44,food,9,3.2285427854577993,5
Oat Milk - Model 392,food,1,8.196845962048435,3
Oat Milk - Model 386,food,5,4.518523947513821,2
Oat Milk - Model 151,food,9,5.129711833126869,4
Oat Milk - Model 279,food,10,5.1860760743183505,3
Oat Milk - Model 247,food,1,5.721552058383894,5
Oat Milk - Model 477,food,6,2.7616739525755283,3
Oat Milk - Model 413,food,9,9.051227847209816,3
Oat Milk - Model 322,food,1,6.759678878503537,3
Oat Milk - Model 248,food,4,9.028642926191395,5
Oat Milk - Model 144,food,7,8.210868481327388,1
Oat Milk - Model 134,food,8,8.521129852020717,2
Oat Milk - Model 343,food,3,5.421259699903525,5
Oat Milk - Model 344,food,6,1.7767868207956723,2
Oat Milk - Model 197,food,5,6.563062681481335,5
Oat Milk - Model 152,food,10,5.820604329581241,2
Oat Milk - Model 456,food,10,6.433423949931483,3
Oat Milk - Model 129,food,5,7.751958607300035,3
Oat Milk - Model 378,food,1,6.642752331770221,3
Oat Milk - Model 446,food,6,7.811367939943776,5
Oat Milk - Model 105,food,5,8.553926019665557,4
Oat Milk - Model 179,food,10,3.384015082003522,4
Oat Milk - Model 264,food,2,0.8431042568054623,5
Oat Milk - Model 290,food,3,2.0827874337711454,5
Oat Milk - Model 330,food,6,9.398150757081021,1
Oat Milk - Model 170,food,6,4.708574688624335,1
Oat Milk - Model 30,food,3,9.984736590980013,5
Oat Milk - Model 85,food,9,5.391261643706905,4
Oat Milk - Model 69,food,2,6.081768282748025,4
Oat Milk - Model 466,food,7,2.5274870381166443,1
Oat Milk - Model 496,food,4,0.6239047533582831,2
Oat Milk - Model 158,food,7,2.855694691339681,5
Oat Milk - Model 204,food,2,3.865018041671198,2
Oat Milk - Model 395,food,9,1.2795009027068773,1
Oat Milk - Model 425,food,7,4.669314525643247,5
Oat Milk - Model 22,food,9,4.683298034129128,5
Oat Milk - Model 331,food,4,2.8959849102196302,4
Oat Milk - Model 56,food,10,4.455841934638636,4
Oat Milk - Model 341,food,9,1.037131864798537,1
Oat Milk - Model 404,food,6,4.933725393907526,1
Oat Milk - Model 201,food,9,0.6813107622028021,2
Oat Milk - Model 406,food,9,9.987750013804686,2
Oat Milk - Model 308,food,10,4.466716010046799,2
Oat Milk - Model 231,food,8,7.559499551301376,4
Oat Milk - Model 265,food,5,2.8624509920047116,3
Oat Milk - Model 476,food,9,1.6431331793459885,2
Oat Milk - Model 162,food,5,0.5002836792085781,3
Oat Milk - Model 352,food,4,0.8074541401027855,5
Oat Milk - Model 300,food,10,6.896369133901232,4
Oat Milk - Model 49,food,6,9.960671791258616,2
Oat Milk - Model 206,food,3,3.2666406274821336,5
Oat Milk - Model 488,food,6,1.20530482146307,5
Oat Milk - Model 283,food,1,1.8905029056934832,4
Oat Milk - Model 341,food,1,7.427795486641914,4
Oat Milk - Model 454,food,7,3.0497948048378176,5
Oat Milk - Model 341,food,10,9.193291915361685,1
Oat Milk - Model 285,food,1,1.672534597926327,2
Oat Milk - Model 34,food,1,9.377406364035576,5
Oat Milk - Model 114,food,9,3.355833207789589,4
Oat Milk - Model 319,food,6,2.462609667949831,4
Oat Milk - Model 484,food,1,3.142085800638167,4
Oat Milk - Model 305,food,9,1.4200291208494387,4
Oat Milk - Model 448,food,10,2.3724116585847255,1
Oat Milk - Model 13,food,6,6.627968615456908,1
Oat Milk - Model 221,food,1,4.632528706260608,2
Oat Milk - Model 488,food,5,8.02116977722066,1
Oat Milk - Model 291,food,9,6.956408226903585,2
Oat Milk - Model 364,food,7,2.757773729701377,4
Oat Milk - Model 161,food,4,7.925885952387186,2
Oat Milk - Model 202,food,4,6.625739959552746,5
Oat Milk - Model 392,food,5,7.410643898688619,3
Oat Milk - Model 179,food,3,7.813946892014484,5
Oat Milk - Model 386,food,5,3.1014755852395184,4
Oat Milk - Model 260,food,9,6.2986775319662245,4
Oat Milk - Model 238,food,9,4.001432916488323,5
Oat Milk - Model 293,food,5,0.7564015028891568,1
Oat Milk - Model 215,food,6,6.006703098406145,2
Oat Milk - Model 60,food,7,1.085642657024537,1
Oat Milk - Model 147,food,3,9.894460165459193,4
Oat Milk - Model 80,food,2,5.7997925324018516,5
Oat Milk - Model 323,food,7,2.9449848349142345,3
Oat Milk - Model 417,food,4,9.092671274199061,1
Oat Milk - Model 31,food,2,1.1903376577400646,3
Oat Milk - Model 466,food,8,6.998925859234498,3
Almond Butter - Model 372,food,9,0.521650840828269,2
Almond Butter - Model 324,food,5,1.336451893540278,5
Almond Butter - Model 5,food,7,7.4881334055278845,1
Almond Butter - Model 272,food,6,8.394239460057083,2
Almond Butter - Model 297,food,9,2.484223425852731,4
Almond Butter - Model 396,food,10,6.732866025606306,5
